ISO3_Code,Country,Main Country Profile Link,Review Cycle 1 - Summary,Review Cycle 1 - PDF Link,Review Cycle 2 - Summary,Review Cycle 2 - Link
SAU,Saudi Arabia,https://www.unodc.org/corruption/en/country-profiles/data/SAU.html,"The review highlights progress such as adoption of laws on bribery, money laundering, abuse of power, and public fund management, supported by bodies like the National Anti-Corruption Commission and Financial Investigation Unit. Strengths include broad domestic bribery criminalization, electronic bank–court links for asset seizures, rewards for reporting, and strong inter-agency cooperation. Key gaps are the absence of foreign bribery, private sector corruption, and illicit enrichment offences, weak witness and whistle-blower protection, limited asset confiscation rules, and slow extradition, with recommendations for legislative reforms, stronger protections, and improved asset recovery and MLA systems",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1506385e.pdf,"The review noted Saudi Arabia’s progress through the National Anti-Corruption Strategy, Nazaha, procurement and civil service reforms, AML legislation, and integrity codes. Positive measures included e-procurement, whistleblower channels, beneficial ownership requirements, integrity training, and an asset recovery manual, along with active participation in FATF and Egmont networks. However, the review noted gaps in conflict-of-interest regulation, enforcement of asset declarations, access to information, inter-agency coordination, and procedures for non-conviction-based confiscation and asset return. It recommended legislative reforms, stronger monitoring, and the creation of a specialized asset management body.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1801570e.pdf
SRB,Serbia,https://www.unodc.org/corruption/en/country-profiles/data/SRB.html,"The review observed that the country implements the convention through the Constitution, Criminal Code, Criminal Procedure Code, and laws on liability of legal entities, seizure and confiscation, and witness protection, with institutions such as the Public Prosecutor’s Office, Anti-Corruption Agency, Ministry of Justice, police, and FIU. It criminalizes bribery (public, private, foreign officials), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and corporate liability, with good practices including broad trading-in-influence provisions, strong confiscation and asset management, liability of legal persons, an online reporting system, and regional cooperation on witness protection. Challenges remain in clarifying bribery provisions for third-party beneficiaries, expanding the definition of foreign officials, harmonizing sanctions & strengthening sentencing guidance",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1401187e.pdf,In progress,
SGP,Singapore,https://www.unodc.org/corruption/en/country-profiles/data/SGP.html,"The review observed that the country implements the convention through the Prevention of Corruption Act, Penal Code, AML and criminal procedure laws, with institutions such as the Corrupt Practices Investigation Bureau (CPIB), Attorney-General’s Chambers (AGC), Monetary Authority of Singapore (MAS), and judiciary overseeing implementation. Its framework criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices like a broad definition of “gratification,” strong AML enforcement, no statute of limitations, strict sentencing norms, CPIB independence, and proactive inter-agency and private sector cooperation. Challenges remain in fully criminalizing illicit enrichment and misconduct in public office, enhancing protection for witnesses and reporting persons, clarifying corporate liability, and broadening jurisdiction.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1505040e.pdf,"The review found that Singapore maintains a robust anti-corruption framework under the Prevention of Corruption Act, anti-money laundering (AML), procurement, and governance laws, implemented by the Corrupt Practices Investigation Bureau (CPIB), Attorney-General’s Chambers (AGC), Auditor-General, Financial Intelligence Unit (FIU), and the Monetary Authority of Singapore (MAS). Good practices included the Corruption Control Framework, merit-based civil service, procurement via GeBIZ, beneficial ownership registers, and strong AML/CFT supervision, alongside youth outreach and effective inter-agency coordination. However, the review noted challenges in expanding access-to-information rights, strengthening whistleblower protections, enhancing beneficial ownership transparency, and improving financial disclosure systems.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/17-21February2025/CAC-COSP-IRG-II-5-1-Add.8/2424430E.pdf
SVK,Slovakia,https://www.unodc.org/corruption/en/country-profiles/data/SVK.html,"The review observed that the country implements the convention through the Constitution, Criminal Code, Criminal Procedure Code, AML laws, and institutions like the Anti-Corruption Bureau, Special Prosecution Office, Specialized Penal Court, and FIU. It criminalizes bribery (domestic, foreign, private), trading in influence (not “supposed” influence), embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices such as specialized institutions, strong AML and confiscation tools, extended statutes of limitation, and international cooperation mechanisms. Challenges remain in high thresholds for illicit enrichment cases, weak whistle-blower protections.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1383282e.pdf,"The review noted, under the second UNCAC cycle, Slovakia’s implementation of anti-corruption measures through the Constitution, Criminal Code, AML and procurement laws, and institutions such as the Corruption Prevention Department, Public Procurement Office, Whistle-blower Protection Office, Supreme Audit Office, FIU, Asset Recovery Office, and Special Prosecution Office. Good practices included corruption risk management methodologies, integrity principles, e-procurement systems, beneficial ownership registers, whistleblower protections, and strengthened financial investigations. However, the review highlighted challenges in ensuring the independence and resources of preventive bodies, enhancing civil service and political integrity standards, expanding conflict-of-interest and parliamentary conduct rules, and improving access to information, whistleblower awareness, procurement appeals, and beneficial ownership accuracy.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/4-8September2023/CAC-COSP-IRG-II-41-Add.6/CAC-COSP-IRG-II-41-Add.6-E.pdf
SVN,Slovenia,https://www.unodc.org/corruption/en/country-profiles/data/SVN.html,"The review observed that the country implements the convention through the Criminal Code, Criminal Procedure Act, Integrity and Corruption Prevention Act, and institutions such as the Commission for the Prevention of Corruption, Specialized Prosecutor’s Office, police, and Financial Intelligence Unit (FIU). Its laws criminalize bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices including dual conviction- and non-conviction-based confiscation systems, cooperation between the Commission and law enforcement, access to banking information, and frequent waiving of immunities. Challenges remain in clarifying the definition of public officials, expanding offences (indirect bribery, solicitation, illicit enrichment, private sector bribery, conspiracy to launder, obstruction promises) ",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1503664e.pdf,"The review noted Slovenia’s implementation of UNCAC through the Integrity and Prevention of Corruption Act, the Anti-Money Laundering (AML) Law, the Criminal Code, and related legislation, overseen by institutions such as the Commission for the Prevention of Corruption (CPC), the Prosecutor’s Office, the Police, and the Financial Intelligence Unit (FIU). Good practices included e-government and open data portals, beneficial ownership registers, risk-based AML supervision, and conflict-of-interest rules. However, the review highlighted challenges in ensuring adequate resources for the CPC, strengthening asset declaration and conflict-of-interest monitoring, improving whistleblower protection, and enforcing post-employment restrictions. On asset recovery, it noted that while Slovenia has confiscation and non-conviction-based forfeiture mechanisms, clearer policies are needed for spontaneous information exchange.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2000210e.pdf
ZAF,South Africa,https://www.unodc.org/corruption/en/country-profiles/data/ZAF.html,"According to the review, the country applies the convention through the Prevention and Combating of Corrupt Activities Act, the Prevention of Organized Crime Act, and related laws, with institutions such as the NPA, DPCI, SIU, SCCU, ACTT, Public Protector, and NACF. The framework criminalizes bribery, trading in influence, embezzlement, money laundering, obstruction of justice, and liability of legal persons, with strong provisions on confiscation, whistle-blower and witness protection, and asset forfeiture. Good practices include comprehensive forfeiture mechanisms, detailed procedures for illicit enrichment investigations, and robust protection systems for reporting persons. Challenges remain in fully criminalizing passive foreign bribery, abuse of functions, and illicit enrichment, strengthening sanctions, extending disqualification from office for offenders, and improving video testimony and witness relocation mechanisms",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1257446e.pdf,"The review highlighted South Africa’s anti-corruption framework under the Prevention and Combating of Corrupt Activities Act, Public Finance Management Act, and anti-money laundering (AML) laws, implemented by institutions such as the Anti-Corruption Task Team, Special Investigating Unit (SIU), Financial Intelligence Centre (FIC), Public Service Commission (PSC), and Auditor-General. Good practices included the 2020 National Anti-Corruption Strategy, e-disclosure systems, ethics training, public reporting mechanisms, and strong AML outreach. However, the review noted challenges in institutional coordination, independence, political finance transparency, procurement oversight, and verification of asset declarations. On asset recovery, it highlighted robust confiscation and mutual legal assistance (MLA) frameworks supported by the Asset Forfeiture Unit and the FIC.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/14-18June2021/CACCOSPIRGII41/V2007444e.pdf
ESP,Spain,https://www.unodc.org/corruption/en/country-profiles/data/ESP.html,"The review indicated that the convention is operationalized in the country through the Penal Code, Criminal Procedure Code, and related reforms, with key institutions including the Public Prosecutor’s Office, Special Prosecution Office against Corruption, police units, and the Guardia Civil. It criminalizes bribery (domestic, foreign, private sector), trading in influence, embezzlement, abuse of office, money laundering, obstruction of justice, and corporate liability, with good practices such as strong confiscation powers, broad bribery definitions, specialized prosecution bodies, and active use of Eurojust and joint investigation teams. Challenges remain in gaps on trading in influence, illicit enrichment, whistle-blower protection",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1183525e.pdf,In progress,
SWE,Sweden,https://www.unodc.org/corruption/en/country-profiles/data/SWE.html,"According to the review, the country applies the convention through the Penal Code, Criminal Procedure Code, and laws on extradition and money laundering, with institutions like the National Anti-Corruption Unit, specialized police units, and  Financial Intelligence Unit (FIU). It criminalizes bribery (public, foreign, and private sector), trading in influence, embezzlement, abuse of office, money laundering, obstruction of justice, and corporate liability, with good practices such as broad private-sector bribery provisions, strong witness protection, specialized anti-corruption units, and confiscation tools. Challenges remain in strengthening corporate liability, suspending statutes of limitation for fugitives, whistle-blower protections, and expanding jurisdiction, while international cooperation frameworks are comprehensive, though improvements are needed in data collection, MLA procedures, and monitoring of extradition cases.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1403536e.pdf,"The review highlighted Sweden’s implementation of UNCAC through the Constitution, Penal Code, anti-money laundering (AML) and procurement laws, with oversight by the Agency for Public Management, the Ombudsmen, the Financial Intelligence Unit (FIU), the Office of the Auditor General, and the police. Good practices included a national anti-corruption action plan, integrity training, e-procurement systems, beneficial ownership registers, whistleblower protections, open government measures, and strong AML controls with due diligence for politically exposed persons (PEPs). However, the review identified challenges in developing actionable anti-corruption commitments, strengthening conflict-of-interest and asset declaration systems, regulating political finance and gifts, enhancing whistleblower safeguards, and improving asset recovery through non-conviction-based confiscation and clear return procedures. It recommended legislative reforms, stronger monitoring, broader cooperation, and alignment with UNCAC asset recovery standards.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/12-16June2023/CAC-COSP-IRG-II-4-1-Add.1/2306050E.pdf
CHE,Switzerland,https://www.unodc.org/corruption/en/country-profiles/data/CHE.html,"The review highlighted that the country gives effect to the convention through the Criminal Code, Criminal Procedure Code, AML and asset restitution laws, with institutions like the Office of the Attorney-General,  Financial Intelligence Unit (FIU), and interdepartmental anti-corruption groups. It criminalizes bribery, embezzlement, abuse of functions, money laundering (including self-laundering), obstruction of justice, and liability of legal persons, with good practices including strong AML prosecutions, liability of companies, confiscation and return of assets without conviction, witness protection, and efficient lifting of bank secrecy. Challenges remain in fully criminalizing trading in influence, undue advantages to third parties, and illicit enrichment, as well as limitations in private sector bribery prosecution, suspension of statutes of limitations, and protections for private-sector whistle-blowers.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1254317e.pdf,"The review highlighted Switzerland’s strong federal anti-corruption framework anchored in the Criminal Code, Anti-Money Laundering (AML) Act, and procurement laws, with oversight by the Office of the Attorney General, the Federal Police (Fedpol), the Money Laundering Reporting Office (MROS), the Swiss Financial Market Supervisory Authority (FINMA), and the Federal Audit Office. Good practices included the 2021–2024 Anti-Corruption Strategy, codes of conduct, whistleblower protections, e-learning for public officials, beneficial ownership registers, e-procurement systems, and robust asset recovery mechanisms with preventive freezing powers. However, the review identified challenges in political finance transparency, conflict-of-interest regulation, identifying high-risk positions, expanding AML obligations to all designated professions, and enhancing FINMA’s sanctioning authority.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/10-14June2024/CAC-COSP-IRG-II-5-1-Add.2/2405642E.pdf
THA,Thailand,https://www.unodc.org/corruption/en/country-profiles/data/THA.html,"The review highlighted that the country gives effect to the convention through the Criminal Code, Organic Act on Counter Corruption (OACC), Anti-Corruption, Anti-Money Laundering Act (AMLA), Criminal Procedure Code (CPC), Extradition Act, and MLA Act, with institutions such as the National Anti-Corruption Commission (NACC),  Office of Public Sector Anti-Corruption Commission (PACC), and AMLO overseeing implementation. Its laws criminalize bribery, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, but gaps remain in covering foreign and private sector bribery, active trading in influence, illicit enrichment, and obstruction offences. Good practices include specialized bodies like the NACC with constitutional independence, specialized prosecutors, inter-agency coordination via TACC, proactive youth engagement, and extraterritorial jurisdiction for money laundering. Challenges include narrow definitions of offences, weak sanctions for legal persons, absence of illicit enrichment laws",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1608567e.pdf,"The review highlighted Thailand’s anti-corruption framework under the Organic Act on Anti-Corruption, Anti-Money Laundering Act (AMLA), Procurement Act, and Criminal Code, implemented by the National Anti-Corruption Commission (NACC), Anti-Money Laundering Office (AMLO), Auditor General, and judiciary. Good practices included the National Anti-Corruption Strategy, e-procurement, integrity training, AML outreach, and civil society engagement. However, the review noted challenges in coordination, conflict-of-interest reporting, procurement appeals, whistleblower protection, political finance regulation, and full AML coverage. On asset recovery, it observed that while confiscation and mutual legal assistance (MLA) frameworks exist, Thailand lacks direct enforcement of foreign orders and comprehensive non-conviction-based confiscation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2003397e.pdf
TUR,Turkiye,https://www.unodc.org/corruption/en/country-profiles/data/TUR.html,"The review noted that the country enforces the convention through the Constitution, Criminal Code, AML and procurement laws, with institutions such as the judiciary, prosecution, police, and FIU overseeing implementation. Its framework criminalizes bribery (domestic, foreign, and partial private sector), trading in influence, embezzlement, money laundering, obstruction of justice, and liability of legal persons, with good practices like broad definitions of public officials, sanctions for third parties, specialized training modules, and regional cooperation. Challenges remain in fully criminalizing abuse of functions, extending private sector bribery and liability of legal persons, strengthening witness protection, and applying seizure to all offences.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1601608e.pdf,In progress,
UKR,Ukraine,https://www.unodc.org/corruption/en/country-profiles/data/UKR.html,"The review noted significant reforms to the Criminal Code, Criminal Procedure Code, and related legislation to criminalize public, foreign, and private sector bribery, trading in influence, money laundering, embezzlement, abuse of functions, obstruction of justice, and illicit enrichment. Progress was also seen in the adoption of a national anti-corruption strategy and the creation of specialized institutions. However, the review identified shortcomings such as inconsistent definitions of “bribe” and “illegal benefit,” weak liability of legal persons, uneven application of sanctions, and limited confiscation mechanisms. It recommended clarifying offences, strengthening corporate liability, harmonizing penalties, expanding confiscation measures, and improving extradition, mutual legal assistance, and data systems to enhance international cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1257230e.pdf,In progress,
ARE,United Arab Emirates,https://www.unodc.org/corruption/en/country-profiles/data/ARE.html,"According to the review, the country enforced the convention through the Penal Code, the AML law, civil and criminal procedure codes, and a range of institutions including the Ministries of Justice, Interior and Finance, the State Audit Institution, the Public Prosecution, and the Central Bank. The country’s framework criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, concealment, and establishes liability of legal persons. Good practices highlighted included robust AML provisions, clear regulation of concealment, and the inclusion of private-sector bribery. At the same time, the review pointed to gaps such as the absence of criminalization for active foreign and private-sector bribery, illicit enrichment, obstruction of justice, third-party bribery beneficiaries, and the need for stronger protections for witnesses and whistleblowers, as well as more effective asset confiscation and clearer rules on bank secrecy. On international cooperation, the review noted a solid framework under Federal Law No. 39 on Judicial Cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1386204e.pdf,In progress,
GBR,United Kingdom,https://www.unodc.org/corruption/en/country-profiles/data/GBR.html,"The review found that the country has put the convention into effect through the Bribery Act 2010, Proceeds of Crime Act 2002, and other laws, with institutions like the Serious Fraud Office, Crown Prosecution Service (CPS), Serious Organised Crime Agency (SOCA), and devolved prosecution services playing key roles. It comprehensively criminalizes bribery (public, private, and foreign), embezzlement, abuse of office, money laundering, obstruction of justice, and corporate liability, with good practices including strict corporate liability for failure to prevent bribery, robust witness and whistle-blower protection, and strong international cooperation in extradition, MLA, and joint investigations. Challenges remain in consolidating corruption statistics, differentiating sanctions between public and private bribery, enhancing asset declarations, ensuring transparency in  Serious Fraud Office (SFO) settlements, and balancing resources for domestic and international enforcement.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1382015e.pdf,"The review highlighted the United Kingdom’s robust anti-corruption framework under the Bribery Act, Proceeds of Crime Act, AML Regulations, and transparency laws, overseen by bodies such as Joint Anti-Corruption Unit (JACU), Serious Fraud Office (SFO), National Crime Agency (NCA), Financial Conduct Authority (FCA), Crown Prosecution Service (CPS), and FIU. Good practices included the 2017–2022 Anti-Corruption Strategy, beneficial ownership registers, strong AML measures, unexplained wealth orders, and e-procurement. However, the review noted gaps in political finance transparency, conflict-of-interest management, whistleblower protection, procurement oversight, and asset return rules, recommending stronger monitoring, legal reforms, and clearer recovery procedures.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1901637e.pdf
USA,United States,https://www.unodc.org/corruption/en/country-profiles/data/USA.html,"The review noted a strong legal and institutional framework built on laws such as the Foreign Corrupt Practices Act, bribery provisions, money-laundering statutes, and forfeiture regimes, implemented by bodies including the Department of Justice, Securities and Exchange Commission (SEC), and specialized anti-corruption units. The framework effectively criminalizes bribery, embezzlement, money laundering, obstruction of justice, and establishes corporate liability, with robust enforcement supported by substantial resources, witness protection, whistleblower safeguards, and asset recovery mechanisms. Good practices highlighted included the active prosecution of foreign bribery, broad application of corporate liability, and efficient extradition and mutual legal assistance procedures. At the same time, the review pointed to remaining challenges such as the continued allowance of facilitation payments, statutes of limitation, the absence of federal-level commercial bribery provisions, and the need for stronger coordination across multiple agencies.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1251970e.pdf,"The review highlighted the United States’ comprehensive anti-corruption framework under the Foreign Corrupt Practices Act, Ethics in Government Act, AML and procurement laws, with key institutions including the Department of Justice (DOJ), Securities and Exchange Commission (SEC), Office of Government Ethics (OGE), Offices of Inspectors General (OIGs), and the Financial Crimes Enforcement Network (FinCEN). Good practices included strong ethics and disclosure systems, robust AML regulations, e-procurement, beneficial ownership reporting, the Kleptocracy Asset Recovery Initiative, and active international cooperation on asset recovery and mutual legal assistance (MLA). However, the review noted challenges in ensuring oversight body independence, expanding whistleblower protections, strengthening beneficial ownership transparency, supervising corporate AML compliance, addressing judicial conduct codes, prohibiting tax deductibility of facilitation payments, and clarifying asset return mechanisms.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/12-16June2023/CAC-COSP-IRG-II-3-1-Add.10/2307244E.pdf
URY,Uruguay,https://www.unodc.org/corruption/en/country-profiles/data/URY.html,"The review noted establishment of country's framework through Act No. 18.056, AML and criminal laws, with institutions like the Transparency and Public Ethics Board, the Anti-Money-Laundering Secretariat, prosecutors, and the judiciary. It criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, and obstruction of justice, with sanctions, confiscation powers, and some protections, but lacks full provisions on illicit enrichment, private sector bribery, and liability of legal persons. Recommendations call for expanding criminalization, strengthening witness and whistle-blower protection, improving confiscation and asset management, and enhancing extradition, MLA, and joint investigation frameworks",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1406657e.pdf,"The review of Uruguay’s second UNCAC cycle highlighted progress through the Transparency and Public Ethics Board (JUTEP), procurement and civil service reforms, access-to-information laws, political finance regulations, and AML measures. Advances included whistleblower channels, public salary transparency, beneficial ownership registers, and due diligence requirements for politically exposed persons, along with active participation in the Egmont and Financial Action Task Force of Latin America (GAFILAT) networks. However, the review noted gaps in JUTEP’s resourcing, weak enforcement of asset declarations, limited private sector integrity measures, and the absence of clear rules on foreign confiscation and asset return. It recommended stronger monitoring, targeted legislative reforms, and clearer cooperation mechanisms.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2000143e.pdfummary,Review Cycle 1 - PDF Link,Review Cycle 2 - Summary,Review Cycle 2 - Link
ALB,Albania,https://www.unodc.org/corruption/en/country-profiles/data/ALB.html,"The review underscored progress in criminalizing bribery (national, foreign, and private sector), trading in influence, money laundering, embezzlement, abuse of functions, and establishing liability for legal persons, supported by specialized prosecutors, police units, and the Financial Intelligence Unit (FIU). Key strengths include mandatory prosecution, robust confiscation provisions, witness protection, and cooperation incentives. However, gaps persist in addressing illicit enrichment, interference with evidence, entity-related bribery, and asset management. The recommendations call for expanding criminalization, strengthening protections for whistleblowers and experts, improving regulation of confiscated assets, disqualifying corrupt officials from state-owned enterprises, and enhancing extradition, mutual legal assistance, and reintegration measures.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1601967e.pdf,"The review noted Albania’s reforms under the second UNCAC cycle, including a national anti-corruption strategy, whistleblower protection, asset declarations, procurement and financial regulations, access-to-information rules, and AML measures. Good practices included Integrity Week, beneficial ownership registers, asset declaration portals, and strong international cooperation. However, challenges remained in regulating high-risk posts, ensuring transparency in political financing, protecting whistleblower anonymity, strengthening procurement oversight, addressing judicial backlogs, and improving asset recovery. The review recommended institutional strengthening, legislative reforms, and clearer rules for asset return.",https://track.unodc.org/uploads/documents/UNCAC/WorkingGroups/ImplementationReviewGroup/1-5September2025/CAC-COSP-IRG-II-1-1-Add.26/2508863E.pdf
ARG,Argentina,https://www.unodc.org/corruption/en/country-profiles/data/ARG.html,"The review highlighted that the country the convention enforces it through the Constitution, Criminal Code, and related l
VEN,Venezuela,https://www.unodc.org/corruption/en/country-profiles/data/VEN.html,"The review noted that the country enforces the convention through the Constitution, Anti-Corruption Act, Criminal Code, and Organized Crime and Terrorism Financing Act, with institutions such as the Ombudsman, Public Prosecution Service, Comptroller-General, and  FIU. Its framework criminalizes bribery, embezzlement, abuse of functions, illicit enrichment, money laundering, and obstruction of justice, but gaps remain in foreign and private sector bribery, supposed influence, broader liability of legal persons, obstruction offences, and whistle-blower protection. Good practices include no statute of limitations for corruption and organized crime offences, broad illicit enrichment provisions, strong witness protection measures, and property securing up to twice the damage caused. Challenges include clarifying bribery and trading-in-influence definitions, regulating asset management, and improving cooperation with law enforcement and private sector.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1604735e.pdf,"The review highlighted Venezuela’s anti-corruption framework under the Constitution, Decree-Law on Corruption, and AML and procurement laws, overseen by the Comptroller General’s Office, Public Prosecution Service, Financial Intelligence Unit (FIU), Ombudsman, and National Anti-Corruption Agency. Good practices included the National Anti-Corruption Plan, citizen participation programmes, public disqualification lists, and integrity outreach in schools. However, the review noted challenges in ensuring institutional independence, verifying asset declarations, regulating conflicts of interest, strengthening whistleblower protection, and improving political finance transparency and procurement oversight. On asset recovery, it found that while confiscation and mutual legal assistance (MLA) frameworks exist, Venezuela lacks provisions for non-conviction-based confiscation and recognition of foreign orders.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/4-8September2023/CAC-COSP-IRG-II-4-1-Add.8/2314656E.pdf
